date,news,what_it_affects,source,raw_text
2015-01-29,FBR delays refund of Rs30bn,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1160070/fbr-delays-refund-of-rs30bn,"Business FBR delays refund of Rs30bn FBR has withheld more than Rs30 billion refunds of exporters to show positive performance in revenue collection. Updated 29 Jan, 2015 09:15am"
2015-01-29,PSO resumes fuel imports,Current Account / Trade; Oil & Gas / Energy Sector,https://www.dawn.com/news/1160059/pso-resumes-fuel-imports,"Business PSO resumes fuel imports PSO has resumed fuel oil imports for delivery over the first and second quarters. Updated 29 Jan, 2015 09:07am"
2015-01-29,Pakistan Oilfields declares dividend,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1160066/pakistan-oilfields-declares-dividend,"Business Pakistan Oilfields declares dividend Pakistan Oilfields Limited (POL) posted profit-after-tax at Rs5.34 billion for the half year ended Dec 31, 2014. Updated 29 Jan, 2015 09:13am"
2015-01-29,Profit-taking halts upward journey on stock market,Stock Market (Direct),https://www.dawn.com/news/1160063/profit-taking-halts-upward-journey-on-stock-market,"Business Profit-taking halts upward journey on stock market Stocks witnessed profit-taking for the second consecutive day with the KSE-100 index pulling back by 151.59 points. Updated 29 Jan, 2015 09:17am"
2015-01-29,South Asia attracts more FDI in 2014,Foreign Investment / FPI,https://www.dawn.com/news/1160069/south-asia-attracts-more-fdi-in-2014,"Business South Asia attracts more FDI in 2014 For 2015, the report by UNCTAD adds that the fragility of the world economy will act as a deterrent for investors. Updated 29 Jan, 2015 09:23am"
2015-01-29,"Textile policy delay perturbs industry, exporters",Textile Sector,https://www.dawn.com/news/1160047/textile-policy-delay-perturbs-industry-exporters,"Business Textile policy delay perturbs industry, exporters Industry leaders say the delay is causing setback to exporters. Updated 29 Jan, 2015 09:03am"
2015-01-30,World Bank offers $50m loan for improving tax collection in Sindh,IMF / External Financing; Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1160298/world-bank-offers-50m-loan-for-improving-tax-collection-in-sindh,"Business World Bank offers $50m loan for improving tax collection in Sindh World Bank has approved a soft loan to strengthen public sector performance in Sindh. Updated 30 Jan, 2015 09:26am"
2015-01-31,$1bn bonds to be launched for overseas Pakistanis,Current Account / Trade,https://www.dawn.com/news/1160528/1bn-bonds-to-be-launched-for-overseas-pakistanis,"Pakistan $1bn bonds to be launched for overseas Pakistanis The finance minister also announced government decision to reduce export refinance rate from 7.5 to 6pc from Feb 1. Updated 31 Jan, 2015 07:25am"
2015-01-31,Asian imports of  Iranian crude oil  rise 20pc in 2014,Current Account / Trade; Oil & Gas / Energy Sector,https://www.dawn.com/news/1160519/asian-imports-of-iranian-crude-oil-rise-20pc-in-2014,"Business Asian imports of  Iranian crude oil  rise 20pc in 2014 Iran's foreign ministry is distrustful with regards to the new sanctions targets named by the US. Updated 31 Jan, 2015 09:25am"
2015-01-31,Firmer trend on cotton market,Textile Sector,https://www.dawn.com/news/1160505/firmer-trend-on-cotton-market,"Business Firmer trend on cotton market The textile industry hopes that cheaper oil would help reduce power outages which will facilitate production. Updated 31 Jan, 2015 09:20am"
2015-01-31,Gold rebounds,Monetary Policy / Interest Rates,https://www.dawn.com/news/1160504/gold-rebounds,"Business Gold rebounds Gold firmed on Friday as investors weighed up the prospect of a US interest rate rise later this year. Updated 31 Jan, 2015 09:08am"
2015-01-31,PM announces reduction in POL prices,Oil & Gas / Energy Sector,https://www.dawn.com/news/1160647/pm-announces-reduction-in-pol-prices,"Pakistan PM announces reduction in POL prices Sharif announces a Rs7.99 slash in the per litre price of petrol bringing the price lower than CNG for the first time. Updated 31 Jan, 2015 09:43pm"
2015-01-31,Private sector makes case for CNG import,Current Account / Trade; Oil & Gas / Energy Sector,https://www.dawn.com/news/1160523/private-sector-makes-case-for-cng-import,"Business Private sector makes case for CNG import In a presentation to Ogra, local investors proposed that managing imports would not be difficult in  this CNG industry. Updated 31 Jan, 2015 08:45am"
2015-01-31,Record petrol imports in Jan,Current Account / Trade; Oil & Gas / Energy Sector,https://www.dawn.com/news/1160520/record-petrol-imports-in-jan,"Business Record petrol imports in Jan The record import of petrol may avert a supply crisis in the near future as prices are going to dip further from Feb 1. Updated 31 Jan, 2015 07:33am"
2015-01-31,SBP unveils Rs20 commemorative coin,Monetary Policy / Interest Rates,https://www.dawn.com/news/1160501/sbp-unveils-rs20-commemorative-coin,"Business SBP unveils Rs20 commemorative coin The coin, which is the third of its kind, is meant to mark the “Pakistan-China Year of Friendly Exchange 2015”. Updated 31 Jan, 2015 07:48am"
2015-01-31,Turkish lira hits record low against dollar,Monetary Policy / Interest Rates; Currency / Exchange Rate; Banking Sector,https://www.dawn.com/news/1160515/turkish-lira-hits-record-low-against-dollar,"Business Turkish lira hits record low against dollar Turkish currency remained under pressure due to expectations that the central bank may cut interest rates next week. Updated 31 Jan, 2015 09:13am"
2015-02-01,Cheaper finance to make exports competitive,Current Account / Trade,https://www.dawn.com/news/1160772/cheaper-finance-to-make-exports-competitive,"Business Cheaper finance to make exports competitive Business community welcomes cut in export refinance rate to 6% from 7.5%. Updated 01 Feb, 2015 09:17am"
2015-02-01,Govt may not meet budget deficit ceiling: Dar,Fiscal Policy / Budget / Taxes; GDP / Economic Growth,https://www.dawn.com/news/1160774/govt-may-not-meet-budget-deficit-ceiling-dar,"Business Govt may not meet budget deficit ceiling: Dar Ishaq Dar says government curtailed budget deficit to 2.3% of GDP in first half of current fiscal year. Updated 01 Feb, 2015 09:13am"
2015-02-01,"ME, North African economies in hot water",Oil & Gas / Energy Sector,https://www.dawn.com/news/1160770/me-north-african-economies-in-hot-water,"Business ME, North African economies in hot water Over 50% decline in world oil prices will have significant consequences for economies of Middle East and North Africa. Updated 01 Feb, 2015 09:26am"
2015-02-01,Russia’s economy to shrink by 3pc in 2015,GDP / Economic Growth,https://www.dawn.com/news/1160773/russias-economy-to-shrink-by-3pc-in-2015,"Business Russia’s economy to shrink by 3pc in 2015 Russia’s economy minister Alexei Ulyukayev forecast GDP to fall by 3% in 2015. Updated 01 Feb, 2015 09:34am"
2015-02-01,Sindh collects Rs157.5m WHT on vehicles,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1160771/sindh-collects-rs1575m-wht-on-vehicles,"Business Sindh collects Rs157.5m WHT on vehicles Sindh govt collects over Rs157.5 million withholding tax on motor vehicle registration compared to Rs87m a year ago. Updated 01 Feb, 2015 09:22am"
2015-02-02,Declining exports of basmati rice,Current Account / Trade,https://www.dawn.com/news/1160847/declining-exports-of-basmati-rice,"Business Declining exports of basmati rice Domestic market is overwhelmed with a basmati rice glut. Updated 02 Feb, 2015 09:25am"
2015-02-02,Gas companies in a fix as IPPs shy away from buying LNG,Oil & Gas / Energy Sector,https://www.dawn.com/news/1160987/gas-companies-in-a-fix-as-ipps-shy-away-from-buying-lng,"Pakistan Gas companies in a fix as IPPs shy away from buying LNG SNGPL, SSGCL may be forced to funnel expensive LNG into pipelines for CNG pumps, leading to line losses. Updated 02 Feb, 2015 09:12am"
2015-02-02,The bane of using NBP’s ATM,Banking Sector,https://www.dawn.com/news/1161009/the-bane-of-using-nbps-atm,"Pakistan The bane of using NBP’s ATM Users say NBP’s ATMs always ‘develop problems’ during the first five days of every month, weekends and on holidays. Published 02 Feb, 2015 10:42am"
2015-02-02,Weak exports undermine US recovery hopes,Current Account / Trade,https://www.dawn.com/news/1160830/weak-exports-undermine-us-recovery-hopes,"Business Weak exports undermine US recovery hopes Growth in US lost momentum at the end of 2014 as weak exports highlighted risks the recovery faces from overseas demand. Updated 02 Feb, 2015 09:22am"
2015-02-02,Yarn trader held for Rs762m tax fraud,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1161007/yarn-trader-held-for-rs762m-tax-fraud,"Pakistan Yarn trader held for Rs762m tax fraud Naveed Iqbal had purchased yarn from different spinning mills and sold to unregistered weaving units against the law. Published 02 Feb, 2015 11:34am"
2015-02-03,Dar meets IMF team in Dubai for $550m tranche,IMF / External Financing,https://www.dawn.com/news/1161165/dar-meets-imf-team-in-dubai-for-550m-tranche,"Business Dar meets IMF team in Dubai for $550m tranche A finance ministry statement said the policy-level talks that began on Monday would continue for the next three days. Updated 03 Feb, 2015 09:38am"
2015-02-03,Inflation falls on tumbling oil prices,Inflation / CPI; Oil & Gas / Energy Sector,https://www.dawn.com/news/1161162/inflation-falls-on-tumbling-oil-prices,"Business Inflation falls on tumbling oil prices As per data suggested by PBS, inflation rate stood at 3.88 pc in January, the lowest level in six-and-a-half years. Updated 03 Feb, 2015 10:22am"
2015-02-03,K-electric eyes 7-year tenor for largest corporate sukuk,Debt / External Debt,https://www.dawn.com/news/1161272/k-electric-eyes-7-year-tenor-for-largest-corporate-sukuk,"Business K-electric eyes 7-year tenor for largest corporate sukuk Issuance of corporate sukuk is gathering pace, helping broaden the country's Islamic capital market. Published 03 Feb, 2015 05:49pm"
2015-02-03,"Notices issued to 240,000 potential taxpayers",Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1161164/notices-issued-to-240000-potential-taxpayers,"Business Notices issued to 240,000 potential taxpayers FBR and its field formations have already issued notices to the taxpayers for enforcing returns. Updated 03 Feb, 2015 09:53am"
2015-02-03,Obama unveils $4 trillion budget,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1161153/obama-unveils-4-trillion-budget,"Business Obama unveils $4 trillion budget According to details, President Obama’s plan includes sizable spending on infrastructure, research and the military. Updated 03 Feb, 2015 09:42am"
2015-02-04,Delay in tax refunds riles exporters,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1161441/delay-in-tax-refunds-riles-exporters,"Pakistan Delay in tax refunds riles exporters FBR does not have Rs23 billion to pay back the tax refund claimants. Updated 04 Feb, 2015 08:50am"
2015-02-04,EU widens corporate tax breaks probe to Belgium,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1161310/eu-widens-corporate-tax-breaks-probe-to-belgium,"Business EU widens corporate tax breaks probe to Belgium Belgium’s system allows companies to reduce tax by registering “excess profits”. Updated 04 Feb, 2015 11:10am"
2015-02-04,Oil stocks toss index to all-time high,Stock Market (Direct),https://www.dawn.com/news/1161318/oil-stocks-toss-index-to-all-time-high,"Business Oil stocks toss index to all-time high Analyst Mehanti at Arif Habib Corp observed that the stocks closed on a new all-time high, led by blue chip oil stocks. Updated 04 Feb, 2015 10:58am"
2015-02-04,Stock market expected to provide healthy returns this year,Stock Market (Direct); Oil & Gas / Energy Sector,https://www.dawn.com/news/1161324/stock-market-expected-to-provide-healthy-returns-this-year,"Pakistan Stock market expected to provide healthy returns this year Fall in oil prices can reduce energy cost of manufacturing sector and benefit energy intensive sectors, analysts say. Updated 04 Feb, 2015 10:38am"
2015-02-05,Cement sales rise 6pc,Cement Sector,https://www.dawn.com/news/1161590/cement-sales-rise-6pc,"Business Cement sales rise 6pc Cement sales posted over 6 per cent growth during the first seven months of this fiscal year. Updated 05 Feb, 2015 09:18am"
2015-02-05,New textile policy likely in two weeks,Textile Sector,https://www.dawn.com/news/1161592/new-textile-policy-likely-in-two-weeks,"Business New textile policy likely in two weeks New textile policy is likely to be approved in the next two weeks, said Commerce Minister Khurram Dastagir Khan. Updated 05 Feb, 2015 09:08am"
2015-02-05,OGDCL profit plunges 29pc to Rs48bn,Fiscal Policy / Budget / Taxes,https://www.dawn.com/news/1161595/ogdcl-profit-plunges-29pc-to-rs48bn,"Business OGDCL profit plunges 29pc to Rs48bn OGDCL's after-tax profit fell 29 per cent to Rs47.8 billion in the first half of this fiscal year. Updated 05 Feb, 2015 09:21am"
2015-02-06,Avoiding asset bubbles in low interest environment,Monetary Policy / Interest Rates,https://www.dawn.com/news/1161781/avoiding-asset-bubbles-in-low-interest-environment,"Business Avoiding asset bubbles in low interest environment Economists suggest low discount rate would spur demand for credit, which could both be a boon or a bane for the economy. Updated 06 Feb, 2015 10:37am"
